1.308,17,0.208,0.294,18
4.875,18,0,1.071,19
-2.075,19,0.052,0.445,20
3.177,17,0.006,0.715,18
5.985,15,0,1.42,16
4.189,18,0.001,0.92,19
3.148,32,0.004,0.535,33
4.121,34,0,0.681,35
