-1.769,17,0.095,0.398,18
1.969,18,0.065,0.433,19
-2.23,19,0.038,0.479,20
0.609,17,0.551,0.137,18
4.178,15,0.001,0.991,16
4.338,18,0,0.953,19
-1.753,32,0.089,0.298,33
0.904,34,0.372,0.149,35
