-8.166,17,0,1.838,18
0.257,18,0.8,0.056,19
-4.503,19,0,0.967,20
-1.878,17,0.078,0.423,18
2.838,15,0.012,0.673,16
8.137,18,0,1.788,19
-5.521,32,0,0.938,33
-2.546,34,0.016,0.421,35
