0,1.24,0.23,0.74,1.97,2.53,0.05,0.69
1.24,0,0.88,0.43,0.65,1.61,1.08,0.42
0.23,0.88,0,0.45,1.49,2.23,0.17,0.43
0.74,0.43,0.45,0,1.06,1.89,0.64,0.01
1.97,0.65,1.49,1.06,0,1.12,1.72,1.02
2.53,1.61,2.23,1.89,1.12,0,2.56,2.01
0.05,1.08,0.17,0.64,1.72,2.56,0,0.62
0.69,0.42,0.43,0.01,1.02,2.01,0.62,0
