-0.945,17,0.358,0.206,18
0.828,18,0.419,0.208,19
0.281,19,0.782,0.073,20
-0.026,17,0.979,0.008,18
0.33,15,0.746,0.089,16
-0.329,18,0.746,0.052,19
-0.187,32,0.853,0.041,33
-0.091,34,0.928,0.015,35
