1,0,0.503,0.091,0,0,0.346,0.036
0,1,0,0.227,0.165,0.003,0.032,0.247
0.503,0,1,0.046,0,0,0.142,0.011
0.091,0.227,0.046,1,0.033,0.001,0.446,0.843
0,0.165,0,0.033,1,0.103,0.002,0.022
0,0.003,0,0.001,0.103,1,0,0
0.346,0.032,0.142,0.446,0.002,0,1,0.239
0.036,0.247,0.011,0.843,0.022,0,0.239,1
