0.946,17,0.357,0.201,18
0.202,18,0.842,0.052,19
0.562,19,0.581,0.135,20
0.164,17,0.872,0.045,18
-0.129,15,0.899,0.033,16
-0.731,18,0.474,0.109,19
-0.433,32,0.668,0.097,33
-0.005,34,0.996,0.001,35
