2.582,17,0.019,0.446,18
-0.21,18,0.836,0.055,19
1.13,19,0.272,0.232,20
0.256,17,0.801,0.067,18
-0.751,15,0.464,0.19,16
-1.405,18,0.177,0.2,19
-0.56,32,0.579,0.116,33
0.011,34,0.991,0.002,35
