-5.787,17,0,1.303,18
0.035,18,0.973,0.008,19
-3.748,19,0.001,0.805,20
-1.768,17,0.095,0.398,18
2.759,15,0.015,0.655,16
5.956,18,0,1.309,19
-6.161,32,0,1.047,33
-2.388,34,0.023,0.395,35
