0,-3.48,0.73,-1.85,-5.03,-5.25,-0.56,-2.14
3.48,0,3.79,1.43,-1.34,-2.62,3.08,1.4
-0.73,-3.79,0,-2.31,-5.05,-5.58,-1.29,-2.77
1.85,-1.43,2.31,0,-2.73,-3.66,1.38,-0.18
5.03,1.34,5.05,2.73,0,-1.49,4.49,2.79
5.25,2.62,5.58,3.66,1.49,0,5.67,4.28
0.56,-3.08,1.29,-1.38,-4.49,-5.67,0,-1.83
2.14,-1.4,2.77,0.18,-2.79,-4.28,1.83,0
