-4.733,17,0,1.066,18
-0.054,18,0.957,0.012,19
-3.433,19,0.003,0.737,20
-1.855,17,0.081,0.418,18
3.135,15,0.007,0.744,16
6.038,18,0,1.327,19
-6.111,32,0,1.039,33
-2.666,34,0.012,0.441,35
