1,0.007,0.584,0.066,0,0,0.572,0.057
0.007,1,0.031,0.265,0.092,0,0.001,0.156
0.584,0.031,1,0.225,0,0,0.261,0.207
0.066,0.265,0.225,1,0.002,0,0.018,0.895
0,0.092,0,0.002,1,0.001,0,0.001
0,0,0,0,0.001,1,0,0
0.572,0.001,0.261,0.018,0,0,1,0.006
0.057,0.156,0.207,0.895,0.001,0,0.006,1
