1,0.006,0.022,0.131,0,0.006,0.275,0.079
0.006,1,0,0.174,0.366,0.623,0.049,0.248
0.022,0,1,0.001,0,0,0.001,0
0.131,0.174,0.001,1,0.027,0.109,0.622,0.784
0,0.366,0,0.027,1,0.784,0.005,0.044
0.006,0.623,0,0.109,0.784,1,0.023,0.115
0.275,0.049,0.001,0.622,0.005,0.023,1,0.383
0.079,0.248,0,0.784,0.044,0.115,0.383,1
