0,-6.09,-1,-2.88,-6.91,-11.03,-1.18,-3.33
6.09,0,3.84,1.75,-2.38,-6.94,3.9,1.83
1,-3.84,0,-1.68,-5.12,-9.15,-0.12,-2.1
2.88,-1.75,1.68,0,-3.34,-7.23,1.74,-0.11
6.91,2.38,5.12,3.34,0,-3.89,5.48,3.79
11.03,6.94,9.15,7.23,3.89,0,10.17,8.61
1.18,-3.9,0.12,-1.74,-5.48,-10.17,0,-2.26
3.33,-1.83,2.1,0.11,-3.79,-8.61,2.26,0
