0,0.63,0.78,0.29,0.95,0.81,0.18,0.34
0.63,0,1.27,0.24,0.32,0.27,0.31,0.16
0.78,1.27,0,0.91,1.51,1.36,0.78,0.94
0.29,0.24,0.91,0,0.51,0.46,0.08,0.06
0.95,0.32,1.51,0.51,0,0.01,0.57,0.43
0.81,0.27,1.36,0.46,0.01,0,0.53,0.4
0.18,0.31,0.78,0.08,0.57,0.53,0,0.14
0.34,0.16,0.94,0.06,0.43,0.4,0.14,0
