1.631,17,0.121,0.367,18
3.88,18,0.001,0.853,19
-1.882,19,0.075,0.404,20
2.113,17,0.05,0.476,18
4.456,15,0,1.057,16
4.007,18,0.001,0.88,19
2.27,32,0.03,0.386,33
3.236,34,0.003,0.535,35
